Geneid	G10	G11	G15	G16	G3	G4	G5	G8	G9	KP0B	KP0	KP1B	KP1	KP2B	KP2	KP4B	KP4	KP6B	KP6	WP2	WP6
Olfr608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr621-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr623	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr624	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr625-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr626-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr260-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bt	19	16	6	43	41	47	9	16	1	23	49	23	46	3	24	26	143	25	78	17	119
Hbb-bs	180	140	59	161	104	280	40	109	29	232	335	179	723	16	217	118	1095	200	648	219	977
Gm15115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hbb-y	7	5	0	0	4	10	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0
Olfr66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc19-ps	2	1	1	2	6	1	2	4	2	3	0	2	0	3	2	2	0	2	0	4	2
Olfr64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr65	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Olfr631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr634-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr636-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr637-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Olfr640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930516K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqlnl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr647-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr650-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim6	431	10	150	62	23	33	29	99	297	116	138	98	125	261	128	143	95	180	111	125	212
Gm8667	3	0	0	0	0	0	0	0	2	0	1	2	0	3	0	0	1	1	0	0	1
Trim34a	234	72	127	171	118	260	121	253	253	293	146	400	229	486	346	218	263	153	187	254	251
Gm47248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim5	164	89	85	119	100	266	91	100	128	147	90	182	82	152	114	115	95	107	56	114	161
Gm24846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim12a	646	379	544	815	615	807	393	698	540	945	612	1321	538	1134	868	597	762	568	476	757	951
Gm15133	26	7	7	12	13	8	1	17	23	26	19	34	13	16	10	7	10	11	8	20	26
Trim34b	159	0	0	1	0	5	80	2	91	5	2	20	5	11	1	1	0	1	0	8	4
Trim12c	1684	916	712	995	553	1201	1008	961	1344	942	555	1212	656	1124	983	683	601	687	453	963	898
Gm27995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30b	11	2	1	5	3	76	4	8	4	12	5	6	0	13	1	7	1	2	5	5	10
Trim30c	3	0	0	0	0	5	2	0	1	0	0	0	0	1	2	0	0	0	1	0	0
Gm45471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Trim30a	614	30	74	62	73	212	47	382	550	399	139	837	494	775	1070	201	591	232	251	255	301
Gm25405	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Trim30d	586	502	1148	1709	993	1934	918	721	624	663	389	1335	634	1523	1191	651	902	631	614	615	624
Gm16464	14	7	54	89	26	62	22	30	28	48	22	82	41	45	76	45	86	54	40	33	37
Gm6574	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim30e-ps1	2	12	9	13	1	16	12	2	1	6	2	11	1	3	1	2	5	3	0	8	4
Olfr651	0	0	5	2	0	10	1	0	0	0	3	0	0	5	3	0	0	0	0	1	0
Olfr652	1	0	2	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1
Olfr653	3	0	4	0	2	7	10	2	0	2	0	2	1	0	1	1	0	0	0	0	1
Olfr654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr655	0	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0
Olfr656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Olfr657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr658	4	0	0	0	0	2	0	3	2	1	0	0	1	7	2	0	0	1	1	0	1
Usp17le-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr660-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr662-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp17le	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4887	14	0	2	5	3	14	6	6	1	4	2	2	2	10	11	8	4	7	1	2	5
Usp17lb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp17la	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5900	3	25	14	11	13	3	10	9	4	10	1	7	8	14	4	16	3	11	7	5	8
Olfr670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr673-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr674-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr680-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr682-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Fam160a2	2290	1143	3151	3373	1056	3469	2116	1268	2112	1819	1208	2052	1221	2517	1413	2336	1827	2453	2298	1749	2216
Gm5901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45885	3	0	0	1	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0
Cnga4	5	0	0	5	0	2	1	0	3	2	0	3	0	7	2	0	0	2	5	3	1
Gm4972	1	0	3	1	0	4	0	2	0	0	0	3	0	4	1	4	0	2	2	5	3
Cckbr	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Cavin3	24	0	8	13	14	5	4	13	19	8	11	6	15	6	6	12	7	20	23	3	44
Gm45667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpd1	564	278	406	497	246	245	290	749	613	601	470	686	485	823	647	539	375	500	478	840	866
Apbb1	14	19	13	26	10	23	13	28	20	14	7	19	20	25	32	25	18	30	23	24	31
Hpx	2	0	11	10	5	1	2	2	1	0	1	1	1	7	1	2	2	5	7	2	1
Trim3	390	51	316	393	52	238	220	201	365	192	115	296	212	300	179	213	160	219	201	270	313
Gm45632	15	0	0	7	0	0	0	0	3	3	4	3	0	10	0	7	3	7	6	0	4
Arfip2	2406	1061	2367	2018	1003	1723	1217	2049	2028	1499	1129	1722	1929	2330	1442	1882	1253	2140	1788	1956	2430
Timm10b	162	83	147	138	70	153	94	74	150	52	63	114	65	125	70	81	56	104	77	79	138
Gm45799	3	0	3	4	1	5	8	2	6	0	1	7	1	1	4	1	0	3	4	2	8
Gm22504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnhd1	33	0	12	14	10	94	75	9	39	20	10	9	5	40	7	16	14	15	4	9	18
Mrps36-ps2	1	2	0	4	4	4	0	2	0	3	1	2	1	7	3	4	6	2	5	2	1
Rrp8	238	118	229	228	233	288	173	381	285	248	183	286	226	388	222	283	193	424	356	326	370
Ilk	17	35	21	23	17	21	18	18	14	18	12	12	18	17	13	19	13	17	13	7	34
Taf10	772	1393	838	904	1505	661	877	1096	789	1574	1111	1647	1384	1934	1419	1665	1293	2130	1710	1754	2175
Tpp1	1832	650	2153	1871	611	1310	1269	1298	1638	1102	857	1376	950	1817	1225	1368	1009	1217	1288	1654	1552
Dchs1	6	1	4	0	0	2	6	4	3	1	0	0	0	0	1	0	1	3	0	0	0
Gm15645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mrpl17	758	1061	863	740	1364	567	504	1168	756	727	600	984	990	1181	843	1016	698	1161	1066	1042	1336
Gm45912	983	1273	569	861	1130	951	1033	1314	942	545	351	672	334	402	357	212	108	362	74	670	591
9130208D14Rik	9202	3840	6344	8508	5389	7205	9425	13369	9415	6545	3562	7073	4053	4472	3300	2594	1189	3849	743	9288	7030
Gm45684	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm4070	177	7	1	5	10	28	3	178	123	258	126	235	77	49	217	31	4	34	2	126	192
Gm20663	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
Gm18852	8	0	0	0	0	0	0	1	0	6	3	9	2	0	6	0	0	0	0	0	3
Gm27228	2	6	2	1	2	4	3	4	6	2	4	4	4	0	3	0	0	4	0	4	3
Gm8979	11153	2390	6792	9773	3553	11854	11238	7016	10808	9285	4097	9124	3498	6481	3258	3023	1780	4385	1474	7691	7966
Gm27149	326	62	162	320	100	291	301	207	335	419	128	313	121	254	92	125	99	184	68	276	353
Gm8982	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gvin1	168	4	3	3	5	34	9	166	117	202	99	211	86	43	160	24	6	22	2	135	205
Gm18853	15	0	0	0	0	1	1	9	8	13	7	7	4	1	13	0	6	0	0	6	4
Gm27150	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gm8989	1972	18	26	40	32	91	120	2304	1807	1658	1138	1403	799	198	255	20	14	97	19	2313	1350
Gm4759	13	0	3	3	9	112	13	16	24	21	9	34	29	15	34	11	0	10	0	20	26
Gm22372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8995	110	4	19	28	116	589	76	146	76	119	36	201	129	123	183	84	54	56	7	119	229
Gm1966	18	1	2	7	33	295	40	64	24	40	9	29	29	18	42	8	12	21	0	37	113
Olfr693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr696-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr697	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0
Olfr698	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr699	1	0	0	0	0	0	0	3	1	1	0	2	2	0	0	0	0	0	0	0	2
Olfr700	7	0	0	0	0	0	0	20	8	3	3	10	2	0	0	0	0	0	0	5	0
4930458B22Rik	0	0	0	0	0	0	0	5	1	4	0	4	0	1	0	0	0	0	0	7	4
Olfr701	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr702	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Olfr703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1532-ps1	0	4	0	0	2	5	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr709-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr712-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr713	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm17991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbmxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platr28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt9	4	0	0	1	1	0	3	0	10	2	2	0	2	1	0	5	3	0	0	0	2
Olfml1	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	4	3
Gm44773	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppfibp2	717	223	750	1077	505	797	908	669	610	587	317	714	390	572	370	502	493	485	505	699	698
5330417H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb5r2	0	0	1	1	2	1	5	0	1	1	0	2	0	0	2	0	0	1	1	0	1
Gm45040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovch2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr468-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10156	2	1	4	14	23	3	4	19	3	14	14	7	10	21	22	11	10	19	22	11	17
Olfr472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9449	0	6	0	1	1	0	0	2	4	1	0	4	0	1	1	2	0	1	0	1	1
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr482	2	0	1	0	1	1	1	3	1	4	0	0	0	3	2	1	2	0	1	0	0
Gm44870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr489-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm45392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr496-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr499-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
